code,exchange,name,short_name,manager,scale,listing_date,index_name,market_category,subcategory,included_in_site,site_type,add_priority,eastmoney_name
501036,SSE,汇添富中证500指数(LOF)A,中证500A,汇添富基金管理股份有限公司,0.1384,2017/10/9,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,汇添富中证500指数(LOF)A
501037,SSE,汇添富中证500指数(LOF)C,中证500C,汇添富基金管理股份有限公司,0.0386,2017/10/9,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,汇添富中证500指数(LOF)C
501043,SSE,汇添富沪深300指数(LOF)A,沪深300A,汇添富基金管理股份有限公司,0.3909,2017/10/9,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,汇添富沪深300指数(LOF)A
501045,SSE,汇添富沪深300指数(LOF)C,沪深300C,汇添富基金管理股份有限公司,0.0751,2017/10/9,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,汇添富沪深300指数(LOF)C
501047,SSE,证券公司LOF,全指证券,汇添富基金管理股份有限公司,0.0307,2018/1/18,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,汇添富中证全指证券公司ETF联
501048,SSE,证券公司LOFC,证券C,汇添富基金管理股份有限公司,0.0309,2018/1/18,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,汇添富中证全指证券公司ETF联
501050,SSE,华夏上证50AH优选指数A,50AH,华夏基金管理有限公司,3.0558,2016/11/28,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,华夏上证50AH优选指数A
501059,SSE,西部利得国企红利指数增强A,国企红利,西部利得基金管理有限公司,0.09,2018/7/26,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,西部利得国企红利指数增强A
501060,SSE,中金中证优选300指数(LOF)A,金选300A,中金基金管理有限公司,0.6197,2018/9/25,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,中金中证优选300指数(LOF)A
501061,SSE,中金中证优选300指数(LOF)C,金选300C,中金基金管理有限公司,0.0335,2018/9/25,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,中金中证优选300指数(LOF)C
501089,SSE,方正富邦消费红利指数增强(LOF),消费增强,方正富邦基金管理有限公司,0.5639,2019/12/31,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,方正富邦消费红利指数增强(LOF)
501090,SSE,华宝中证消费龙头指数(LOF)A,消费基金,华宝基金管理有限公司,1.4308,2020/1/6,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,华宝中证消费龙头指数(LOF)A
501095,SSE,中银证券科技创新混合(LOF),BOCI科创,中银国际证券股份有限公司,0.468,2020/7/8,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,中银证券科技创新混合(LOF)
501209,SSE,银华富久食品饮料精选混合(LOF)A,富久LOF,银华基金管理股份有限公司,0.1004,2021/12/2,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,银华富久食品饮料精选混合(LOF)A
501227,SSE,泓德红利优选混合(LOF)A,红利优选,泓德基金管理有限公司,4.2339,2025/6/25,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,泓德红利优选混合(LOF)A
501307,SSE,银河中证沪港深高股息A,红利LOF,银河基金管理有限公司,0.1995,2018/4/25,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,银河中证沪港深高股息A
501310,SSE,华宝沪港深价值指数A,价值基金,华宝基金管理有限公司,0.165,2018/11/22,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,华宝沪港深价值指数A
502000,SSE,500增强LOF,500增强,西部利得基金管理有限公司,0.2885,2015/4/27,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,西部利得中证500指数增强(L
502003,SSE,易方达中证军工(LOF)A,军工LOF,易方达基金管理有限公司,0.4662,2015/7/15,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,易方达中证军工(LOF)A
502006,SSE,易方达中证国企改革(LOF)A,国企改革,易方达基金管理有限公司,0.1423,2015/6/25,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,易方达中证国企改革(LOF)A
502010,SSE,证券LOF,证券LOF,易方达基金管理有限公司,0.3203,2015/7/15,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,易方达中证全指证券公司指数(L
502013,SSE,长盛中证申万一带一路指数(LOF),一带一路,长盛基金管理有限公司,0.3075,2015/6/9,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,长盛中证申万一带一路指数(LOF)
502023,SSE,鹏华国证钢铁行业指数(LOF)A,钢铁LOF,鹏华基金管理有限公司,0.0284,2015/8/24,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,鹏华国证钢铁行业指数(LOF)A
502048,SSE,易方达上证50指数(LOF)A,50LOF,易方达基金管理有限公司,0.3949,2015/4/27,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,易方达上证50指数(LOF)A
502053,SSE,长盛中证证券公司指数(LOF)A,券商LOF,长盛基金管理有限公司,0.1184,2015/8/24,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,长盛中证证券公司指数(LOF)A
502056,SSE,广发中证医疗ETF联接(LOF)A,医疗基金,广发基金管理有限公司,0.2326,2015/7/31,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,广发中证医疗ETF联接(LOF)A
506000,SSE,南方科创板3年定开混合,科创板基,南方基金管理股份有限公司,9.9738,2021/1/28,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,南方科创板3年定开混合
506001,SSE,万家科创板2年定开混合,万家科创,万家基金管理有限公司,1.7702,2021/2/3,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,万家科创板2年定开混合
506002,SSE,易方达科创板两年定开混合,易基科创,易方达基金管理有限公司,4.7302,2021/1/28,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,易方达科创板两年定开混合
506003,SSE,富国科创板两年定开混合,富国科创,富国基金管理有限公司,2.6606,2021/1/29,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,富国科创板两年定开混合
506005,SSE,博时科创板三年定开混合,科创板BS,博时基金管理有限公司,12.4858,2021/1/29,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,博时科创板三年定开混合
506006,SSE,汇添富科创板2年定开混合,添富科创,汇添富基金管理股份有限公司,3.0305,2021/1/28,-,A股-指数,境内指数/行业主题,yes,A股指数,already_in_site,汇添富科创板2年定开混合
160105,SZSE,南方积极配置混合(LOF),南方积配LOF,南方基金管理股份有限公司,"1,034.51",,,FOF,FOF/配置,no,,4_fof,南方积极配置混合(LOF)
160326,SZSE,华夏优选配置股票(FOF-LOF)A,优选配置FOF-LOF,华夏基金管理有限公司,"6,960.01",,,FOF,FOF/配置,no,,4_fof,华夏优选配置股票(FOF-LOF)A
161133,SZSE,优势回报FOF-LOF,优势回报FOF-LOF,易方达基金管理有限公司,429.63,,,FOF,FOF/配置,no,,4_fof,易方达优势回报混合(FOF-L
162721,SZSE,广发积极优势混合(FOF-LOF)A,广发积极FOF-LOF,广发基金管理有限公司,233.22,,,FOF,FOF/配置,no,,4_fof,广发积极优势混合(FOF-LOF)A
501210,SSE,交银智选星光混合(FOF-LOF)A,智选FOF,交银施罗德基金管理有限公司,0.0887,2021/11/19,-,FOF,FOF/配置,no,,4_fof,交银智选星光混合(FOF-LOF)A
501211,SSE,民生加银优享FOF,优享FOF,民生加银基金管理有限公司,0.0113,2021/12/22,-,FOF,FOF/配置,no,,4_fof,民生加银优享6个月定开混合(F
501212,SSE,广发优选配置混合(FOF-LOF)A,优选配置,广发基金管理有限公司,0.5699,2021/11/19,-,FOF,FOF/配置,no,,4_fof,广发优选配置混合(FOF-LOF)A
501213,SSE,中欧汇选混合(FOF-LOF)A,中欧汇选,中欧基金管理有限公司,0.2453,2021/11/19,-,FOF,FOF/配置,no,,4_fof,中欧汇选混合(FOF-LOF)A
501215,SSE,积极配置FOF,积极FOF,兴证全球基金管理有限公司,1.4116,2021/11/19,-,FOF,FOF/配置,no,,4_fof,兴证全球积极配置混合(FOF-
501216,SSE,富国行业精选FOF,行业精选,富国基金管理有限公司,0.139,2022/1/18,-,FOF,FOF/配置,no,,4_fof,富国智鑫行业精选股票(FOF-
501217,SSE,华夏行业配置股票(FOF-LOF)A,行业FOF,华夏基金管理有限公司,0.0633,2022/4/25,-,FOF,FOF/配置,no,,4_fof,华夏行业配置股票(FOF-LOF)A
501218,SSE,工银睿智进取股票(FOF-LOF)A,睿智FOF,工银瑞信基金管理有限公司,1.0098,2021/12/17,-,FOF,FOF/配置,no,,4_fof,工银睿智进取股票(FOF-LOF)A
501220,SSE,国泰行业轮动股票(FOF-LOF)A,行业轮动,国泰基金管理有限公司,0.3921,2022/8/15,-,FOF,FOF/配置,no,,4_fof,国泰行业轮动股票(FOF-LOF)A
501222,SSE,如意招享FOF,如意招享,易方达基金管理有限公司,0.0097,2023/2/1,-,FOF,FOF/配置,no,,4_fof,易方达如意招享混合(FOF-L
160128,SZSE,南方金利定开债券A,南方金利定开,南方基金管理股份有限公司,"4,428.74",,,债券-境内债,境内债券/固收,no,,5_bond,南方金利定开债券A
160513,SZSE,博时稳健回报债券(LOF)A,稳健债LOF,博时基金管理有限公司,384.44,,,债券-境内债,境内债券/固收,no,,5_bond,博时稳健回报债券(LOF)A
160515,SZSE,博时安丰18个月定开债A,安丰18定开,博时基金管理有限公司,306.03,,,债券-境内债,境内债券/固收,no,,5_bond,博时安丰18个月定开债A
160617,SZSE,鹏华丰润债券(LOF),鹏华丰润LOF,鹏华基金管理有限公司,158.58,,,债券-境内债,境内债券/固收,no,,5_bond,鹏华丰润债券(LOF)
160618,SZSE,鹏华丰泽债券(LOF)C,鹏华丰泽LOF,鹏华基金管理有限公司,"4,525.05",,,债券-境内债,境内债券/固收,no,,5_bond,鹏华丰泽债券(LOF)C
160621,SZSE,鹏华丰和债券(LOF)A,鹏华丰和LOF,鹏华基金管理有限公司,99.98,,,债券-境内债,境内债券/固收,no,,5_bond,鹏华丰和债券(LOF)A
160622,SZSE,鹏华丰利债券(LOF)A,鹏华丰利LOF,鹏华基金管理有限公司,"1,311.56",,,债券-境内债,境内债券/固收,no,,5_bond,鹏华丰利债券(LOF)A
161010,SZSE,富国天丰强化债券(LOF)A,富国天丰LOF,富国基金管理有限公司,"3,954.43",,,债券-境内债,境内债券/固收,no,,5_bond,富国天丰强化债券(LOF)A
161014,SZSE,富国汇利回报两年定期开放债券,富国汇利定开,富国基金管理有限公司,970.86,,,债券-境内债,境内债券/固收,no,,5_bond,富国汇利回报两年定期开放债券
161015,SZSE,富国天盈债券(LOF)C,富国天盈LOF,富国基金管理有限公司,"1,128.05",,,债券-境内债,境内债券/固收,no,,5_bond,富国天盈债券(LOF)C
161019,SZSE,富国新天锋债券(LOF)A,富国天锋LOF,富国基金管理有限公司,"1,018.24",,,债券-境内债,境内债券/固收,no,,5_bond,富国新天锋债券(LOF)A
161115,SZSE,易方达岁丰添利债券(LOF)A,易基岁丰添利LOF,易方达基金管理有限公司,"11,202.75",,,债券-境内债,境内债券/固收,no,,5_bond,易方达岁丰添利债券(LOF)A
161117,SZSE,易方达永旭定开债,易基永旭添利定开,易方达基金管理有限公司,"20,686.14",,,债券-境内债,境内债券/固收,no,,5_bond,易方达永旭定开债
161119,SZSE,易方达中债新综指发起式(LOF)A,易方达新综债LOF,易方达基金管理有限公司,"53,061.30",,CBA00101,债券-境内债,境内债券/固收,no,,5_bond,易方达中债新综指发起式(LOF)A
161216,SZSE,国投瑞银双债债券(LOF)A,国投双债LOF,国投瑞银基金管理有限公司,"2,748.85",,,债券-境内债,境内债券/固收,no,,5_bond,国投瑞银双债债券(LOF)A
161505,SZSE,银河通利债券(LOF)A,银河通利债券LOF,银河基金管理有限公司,615.74,,,债券-境内债,境内债券/固收,no,,5_bond,银河通利债券(LOF)A
161614,SZSE,融通四季添利债券(LOF)A,融通四季添利LOF,融通基金管理有限公司,171.57,,,债券-境内债,境内债券/固收,no,,5_bond,融通四季添利债券(LOF)A
161626,SZSE,融通通福债券(LOF)A,融通通福LOF,融通基金管理有限公司,61.89,,,债券-境内债,境内债券/固收,no,,5_bond,融通通福债券(LOF)A
161713,SZSE,招商信用添利债券(LOF)A,招商信用添利LOF,招商基金管理有限公司,"3,597.45",,,债券-境内债,境内债券/固收,no,,5_bond,招商信用添利债券(LOF)A
161716,SZSE,招商双债增强债券(LOF)C,招商双债LOF,招商基金管理有限公司,"84,968.71",,,债券-境内债,境内债券/固收,no,,5_bond,招商双债增强债券(LOF)C
161820,SZSE,银华纯债信用债券(LOF)A,银华纯债LOF,银华基金管理股份有限公司,203.49,,,债券-境内债,境内债券/固收,no,,5_bond,银华纯债信用债券(LOF)A
161908,SZSE,万家添利债券(LOF)C,万家添利LOF,万家基金管理有限公司,116.51,,,债券-境内债,境内债券/固收,no,,5_bond,万家添利债券(LOF)C
162105,SZSE,金鹰持久增利债券(LOF)C,金鹰持久增利LOF,金鹰基金管理有限公司,86.83,,,债券-境内债,境内债券/固收,no,,5_bond,金鹰持久增利债券(LOF)C
162108,SZSE,金鹰元盛债券(LOF)C,金鹰元盛债券LOF,金鹰基金管理有限公司,139.63,,,债券-境内债,境内债券/固收,no,,5_bond,金鹰元盛债券(LOF)C
162215,SZSE,宏利聚利债券(LOF),宏利聚利债券LOF,宏利基金管理有限公司,"2,156.65",,,债券-境内债,境内债券/固收,no,,5_bond,宏利聚利债券(LOF)
162712,SZSE,广发聚利债券(LOF)A,广发聚利LOF,广发基金管理有限公司,303.75,,,债券-境内债,境内债券/固收,no,,5_bond,广发聚利债券(LOF)A
162715,SZSE,广发聚源债券(LOF)A,广发聚源LOF,广发基金管理有限公司,328.38,,,债券-境内债,境内债券/固收,no,,5_bond,广发聚源债券(LOF)A
163003,SZSE,长信利鑫债券(LOF)C,长信利鑫LOF,长信基金管理有限责任公司,92.49,,,债券-境内债,境内债券/固收,no,,5_bond,长信利鑫债券(LOF)C
163005,SZSE,长信利众债券(LOF)C,长信利众LOF,长信基金管理有限责任公司,115.2,,,债券-境内债,境内债券/固收,no,,5_bond,长信利众债券(LOF)C
163819,SZSE,中银信用增利债券(LOF)A,中银信用增利LOF,中银基金管理有限公司,"1,337.96",,,债券-境内债,境内债券/固收,no,,5_bond,中银信用增利债券(LOF)A
163907,SZSE,中海惠裕纯债发起式,中海惠裕LOF,中海基金管理有限公司,133.32,,,债券-境内债,境内债券/固收,no,,5_bond,中海惠裕纯债发起式
164105,SZSE,华富强化回报债券(LOF),华富强债LOF,华富基金管理有限公司,182.73,,,债券-境内债,境内债券/固收,no,,5_bond,华富强化回报债券(LOF)
164206,SZSE,天弘添利债券(LOF)C,天弘添利LOF,天弘基金管理有限公司,"1,268.79",,,债券-境内债,境内债券/固收,no,,5_bond,天弘添利债券(LOF)C
164208,SZSE,天弘丰利债券(LOF)E,天弘丰利LOF,天弘基金管理有限公司,74.74,,,债券-境内债,境内债券/固收,no,,5_bond,天弘丰利债券(LOF)E
164210,SZSE,天弘同利债券(LOF)C,天弘同利LOF,天弘基金管理有限公司,70.83,,,债券-境内债,境内债券/固收,no,,5_bond,天弘同利债券(LOF)C
164509,SZSE,国富恒利债券(LOF)A,国富恒利债券LOF,国海富兰克林基金管理有限公司,97.13,,,债券-境内债,境内债券/固收,no,,5_bond,国富恒利债券(LOF)A
164606,SZSE,华泰柏瑞信用增利债(LOF)A,信用增利LOF,华泰柏瑞基金管理有限公司,55.91,,,债券-境内债,境内债券/固收,no,,5_bond,华泰柏瑞信用增利债(LOF)A
164703,SZSE,汇添富纯债(LOF)A,汇添富纯债LOF,汇添富基金管理股份有限公司,214.45,,,债券-境内债,境内债券/固收,no,,5_bond,汇添富纯债(LOF)A
164808,SZSE,工银四季收益债券A,工银四季LOF,工银瑞信基金管理有限公司,682.15,,,债券-境内债,境内债券/固收,no,,5_bond,工银四季收益债券A
164810,SZSE,工银纯债定开债,工银纯债定开,工银瑞信基金管理有限公司,"2,673.16",,,债券-境内债,境内债券/固收,no,,5_bond,工银纯债定开债
164814,SZSE,工银双债增强债券,工银双债LOF,工银瑞信基金管理有限公司,106.7,,,债券-境内债,境内债券/固收,no,,5_bond,工银双债增强债券
164902,SZSE,交银信用添利债券(LOF),交银添利LOF,交银施罗德基金管理有限公司,43.57,,,债券-境内债,境内债券/固收,no,,5_bond,交银信用添利债券(LOF)
165311,SZSE,建信信用增强债券(LOF)A,信用债LOF,建信基金管理有限责任公司,48.78,,,债券-境内债,境内债券/固收,no,,5_bond,建信信用增强债券(LOF)A
165509,SZSE,中信保诚增强收益债券(LOF)A,中信保诚增强LOF,中信保诚基金管理有限公司,114.3,,,债券-境内债,境内债券/固收,no,,5_bond,中信保诚增强收益债券(LOF)A
165517,SZSE,中信保诚双盈债券(LOF)A,中信保诚双盈LOF,中信保诚基金管理有限公司,255.9,,,债券-境内债,境内债券/固收,no,,5_bond,中信保诚双盈债券(LOF)A
166008,SZSE,中欧增强回报债券(LOF)A,中欧强债LOF,中欧基金管理有限公司,89.85,,,债券-境内债,境内债券/固收,no,,5_bond,中欧增强回报债券(LOF)A
166016,SZSE,中欧纯债债券(LOF)C,中欧纯债LOF,中欧基金管理有限公司,614.57,,,债券-境内债,境内债券/固收,no,,5_bond,中欧纯债债券(LOF)C
166105,SZSE,信澳鑫安债券(LOF)A,信澳鑫安LOF,信达澳亚基金管理有限公司,61.64,,,债券-境内债,境内债券/固收,no,,5_bond,信澳鑫安债券(LOF)A
166401,SZSE,浦银安盛稳健增利债券C,稳健增利LOF,浦银安盛基金管理有限公司,107.04,,,债券-境内债,境内债券/固收,no,,5_bond,浦银安盛稳健增利债券C
167501,SZSE,安信宝利债券(LOF)D,安信宝利债券LOF,安信基金管理有限责任公司,247.57,,,债券-境内债,境内债券/固收,no,,5_bond,安信宝利债券(LOF)D
160644,SZSE,鹏华港美互联股票人民币,港美互联网LOF,鹏华基金管理有限公司,"8,125.88",,,QDII-多市场,跨市场/其他境外权益,yes,混合市场,already_in_site,鹏华港美互联股票人民币
164824,SZSE,工银印度基金人民币,印度基金LOF,工银瑞信基金管理有限公司,"139,399.90",,,QDII-多市场,跨市场/其他境外权益,yes,其他境外权益,already_in_site,工银印度基金人民币
164906,SZSE,中概互联网LOF,中概互联网LOF,交银施罗德基金管理有限公司,"88,541.35",,H11136,QDII-多市场,跨市场/其他境外权益,yes,混合市场,already_in_site,交银中证海外中国互联网指数(L
501225,SSE,全球芯片LOF,全球芯片,景顺长城基金管理有限公司,7.853,2023/4/14,-,QDII-多市场,跨市场/其他境外权益,yes,混合市场,already_in_site,景顺长城全球半导体芯片股票A(
501312,SSE,海外科技LOF,海外科技,华宝基金管理有限公司,6.3798,2023/4/25,-,QDII-多市场,跨市场/其他境外权益,yes,混合市场,already_in_site,华宝海外科技股票(QDII-L
160717,SZSE,嘉实H股指数(QDII-LOF),H股LOF,嘉实基金管理有限公司,"4,558.31",,HSCEI,QDII-港股,港股宽基/主题,yes,港股,already_in_site,嘉实H股指数(QDII-LOF)
160924,SZSE,大成恒生指数(QDII-LOF)A,恒生指数LOF,大成基金管理有限公司,948.69,,HSI,QDII-港股,港股宽基/主题,yes,港股,already_in_site,大成恒生指数(QDII-LOF)A
161124,SZSE,易方达香港小型股指数A,港股小盘LOF,易方达基金管理有限公司,"5,398.21",,HSSI,QDII-港股,港股宽基/主题,yes,港股,already_in_site,易方达香港小型股指数A
501301,SSE,华宝香港大盘A,香港大盘,华宝基金管理有限公司,0.2197,2017/5/8,-,QDII-港股,港股宽基/主题,yes,港股,already_in_site,华宝香港大盘A
501302,SSE,南方恒指ETF联接(LOF)A,恒生联接,南方基金管理股份有限公司,0.1552,2017/8/15,-,QDII-港股,港股宽基/主题,yes,港股,already_in_site,南方恒指ETF联接(LOF)A
160140,SZSE,美国REIT精选LOF,美国REIT精选LOF,南方基金管理股份有限公司,"7,154.39",,DWRTF,QDII-美股,美股宽基/主题,yes,美股,already_in_site,南方道琼斯美国精选A
161125,SZSE,易方达标普500指数人民币A,标普500LOF,易方达基金管理有限公司,"24,707.00",,SPXNTR,QDII-美股,美股宽基/主题,yes,美股,already_in_site,易方达标普500指数人民币A
161127,SZSE,易方达标普生物科技人民币A,标普生物科技LOF,易方达基金管理有限公司,"11,984.34",,SPSIBI,QDII-美股,美股宽基/主题,yes,美股,already_in_site,易方达标普生物科技人民币A
161128,SZSE,标普信息科技LOF,标普信息科技LOF,易方达基金管理有限公司,"48,217.76",,SBI,QDII-美股,美股宽基/主题,yes,美股,already_in_site,易方达标普信息科技指数(QDI
161130,SZSE,纳斯达克100LOF,纳斯达克100LOF,易方达基金管理有限公司,"15,973.82",,NDX,QDII-美股,美股宽基/主题,yes,美股,already_in_site,易方达纳斯达克100ETF联接
162415,SZSE,华宝标普美国消费人民币A,美国消费LOF,华宝基金管理有限公司,"8,823.20",,SPCDSSI,QDII-美股,美股宽基/主题,yes,美股,already_in_site,华宝标普美国消费人民币A
501300,SSE,海富通全球收益债券人民币,美元债,海富通基金管理有限公司,15.2305,2017/2/16,-,债券-美元债,海外债/美元债,yes,其他,already_in_site,海富通全球收益债券人民币
160416,SZSE,华安标普全球石油指数(LOF)A,石油基金LOF,华安基金管理有限公司,"16,993.43",,IN0006,商品-原油,原油/油气,yes,原油主题,already_in_site,华安标普全球石油指数(LOF)A
160723,SZSE,嘉实原油(QDII-LOF),嘉实原油LOF,嘉实基金管理有限公司,"67,561.00",,,商品-原油,原油/油气,yes,原油主题,already_in_site,嘉实原油(QDII-LOF)
162411,SZSE,华宝标普油气上游股票人民币A,华宝油气LOF,华宝基金管理有限公司,"245,170.41",,SPSIOPTR,商品-原油,原油/油气,yes,原油主题,already_in_site,华宝标普油气上游股票人民币A
162719,SZSE,广发道琼斯石油指数人民币A,石油LOF,广发基金管理有限公司,"24,730.47",,SOEPI,商品-原油,原油/油气,yes,原油主题,already_in_site,广发道琼斯石油指数人民币A
163208,SZSE,全球油气能源LOF,全球油气能源LOF,诺安基金管理有限公司,"13,764.56",,,商品-原油,原油/油气,yes,原油主题,already_in_site,诺安油气能源
501018,SSE,南方原油LOF,南方原油,南方基金管理股份有限公司,15.132,2016/6/28,-,商品-原油,原油/油气,yes,原油主题,already_in_site,南方原油A
160216,SZSE,国泰商品LOF,国泰商品LOF,国泰基金管理有限公司,"31,451.19",,,商品-混合,大宗商品/混合商品,yes,其他商品,already_in_site,国泰大宗商品
161715,SZSE,招商大宗商品(LOF),大宗商品LOF,招商基金管理有限公司,"2,905.12",,979,商品-混合,大宗商品/混合商品,yes,其他商品,already_in_site,招商大宗商品(LOF)
161815,SZSE,抗通胀LOF,抗通胀LOF,银华基金管理股份有限公司,"16,285.49",,,商品-混合,大宗商品/混合商品,yes,其他商品,already_in_site,银华抗通胀主题(QDII-FO
160719,SZSE,嘉实黄金LOF,嘉实黄金LOF,嘉实基金管理有限公司,"15,463.44",,,商品-贵金属,贵金属,yes,贵金属主题,already_in_site,嘉实黄金
161116,SZSE,易方达黄金主题人民币A,黄金主题LOF,易方达基金管理有限公司,"21,704.14",,,商品-贵金属,贵金属,yes,贵金属主题,already_in_site,易方达黄金主题人民币A
161226,SZSE,国投瑞银白银期货(LOF)A,国投白银LOF,国投瑞银基金管理有限公司,"365,288.68",,,商品-贵金属,贵金属,yes,贵金属主题,already_in_site,国投瑞银白银期货(LOF)A
164701,SZSE,黄金LOF,黄金LOF,汇添富基金管理股份有限公司,"42,528.62",,,商品-贵金属,贵金属,yes,贵金属主题,already_in_site,汇添富黄金及贵金属(QDII-
165513,SZSE,中信保诚商品LOF,中信保诚商品LOF,中信保诚基金管理有限公司,"4,991.31",,,商品-贵金属,贵金属,yes,贵金属主题,already_in_site,中信保诚全球商品主题(QDII
